name,iata_code,latitude,longitude,municipality,country
Utirik Airport,UTK,11.222219,169.851429,Utirik Island,MH
Nunapitchuk Airport,NUP,60.905591,-162.440454,Nunapitchuk,US
Blakely Island Airport,BYW,48.579162,-122.823844,Blakely Island,US
Atmautluak Airport,ATT,60.866699,-162.272996,Atmautluak,US
Pedro Bay Airport,PDB,59.796925,-154.129994,Pedro Bay,US
Ouzinkie Airport,KOZ,57.942094,-152.464314,Ouzinkie,US
Tununak Airport,TNK,60.569638,-165.246649,Tununak,US
Minto Al Wright Airport,MNT,65.147991,-149.368658,Minto,US
Aleknagik / New Airport,WKK,59.2826004028,-158.617996216,Aleknagik,US
Center Island Airport,CWS,48.490046,-122.831612,Center Island,US
Tatitlek Airport,TEK,60.871449,-146.690297,Tatitlek,US
Stuart Island Airpark,SSW,48.673379,-123.175439,Friday Harbor,US
Waldron Airstrip,WDN,48.71141,-123.018208,Eastsound,US
Chuathbaluk Airport,CHU,61.579102,-159.216003,Chuathbaluk,US
Tuntutuliak Airport,WTL,60.351243,-162.654476,Tuntutuliak,US
Twin Hills Airport,TWA,59.074713,-160.274992,Twin Hills,US
Chignik Lake Airport,KCQ,56.2550010681,-158.774993896,Chignik Lake,US
Gwaunaru'u Airport,AKS,-8.70257,160.682007,Auki,SB
Bellona/Anua Airport,BNY,-11.3022222222,159.798333333,Anua,SB
Choiseul Bay Airport,CHY,-6.711944,156.396111,Choiseul Bay,SB
Ballalae Airport,BAS,-6.990745,155.886656,Ballalae,SB
Fera/Maringe Airport,FRE,-8.1075,159.576996,Fera Island,SB
Honiara International Airport,HIR,-9.428,160.054993,Honiara,SB
Ngorangora Airport,IRA,-10.4497003555,161.897994995,Kirakira,SB
Santa Cruz/Graciosa Bay/Luova Airport,SCZ,-10.7203,165.794998,Santa Cruz/Graciosa Bay/Luova,SB
Munda Airport,MUA,-8.32797,157.263,Munda,SB
Nusatupe Airport,GZO,-8.09778022766,156.863998413,Gizo,SB
Mono Airport,MNY,-7.416940212249756,155.56500244140625,Stirling Island,SB
Rennell/Tingoa Airport,RNL,-11.55,160.062778,Rennell Island,SB
Santa Ana Airport,NNB,-10.847994,162.454108,Santa Ana Island,SB
Marau Airport,RUS,-9.86166954041,160.824996948,Marau,SB
Suavanao Airport,VAO,-7.58556,158.731003,Suavanao,SB
Yandina Airport,XYA,-9.092816,159.21841,Yandina,SB
Kaghau Airport,KGE,-7.3305,157.585,Kagau Island,SB
Manaoba Airport,MHM,-8.325008,160.80051,Manaoba,SB
Gatokae Aerodrome,GTA,-8.738358,158.202836,Gatokae,SB
Ramata Airport,RBV,-8.168060302734375,157.64300537109375,Ramata,SB
Nauru International Airport,INU,-0.547458,166.919006,Yaren District,NR
Gruyere Airport,GYZ,-28.034548,123.81506,Cosmo Newbery,AU
Alxa Left Banner Bayanhot Airport,AXF,38.74831,105.58858,Bayanhot,CN
Baimuru Airport,VMU,-7.49686002731,144.819900513,Baimuru,PG
Buka Airport,BUA,-5.422319889068604,154.67300415039062,Buka Island,PG
Balimo Airport,OPU,-8.05000019073,142.932998657,Balimo,PG
Chimbu Airport,CMU,-6.024290084838867,144.9709930419922,Kundiawa,PG
Daru Airport,DAU,-9.08676,143.207993,Daru,PG
Bosset Airport,BOT,-7.237257,141.1063222,Bosset,PG
Goroka Airport,GKA,-6.081689834590001,145.391998291,Goronka,PG
Gurney Airport,GUR,-10.3114995956,150.333999634,Gurney,PG
Girua Airport,PNP,-8.80453968048,148.309005737,Popondetta,PG
Gasmata Island Airport,GMI,-6.27111005783,150.330993652,Gasmata Island,PG
Hoskins Airport,HKN,-5.463846,150.407327,Kimbe,PG
Aropa Airport,KIE,-6.305417,155.728139,Kieta,PG
Losuia Airport,LSA,-8.505820274353027,151.08099365234375,Losuia,PG
Kiunga Airport,UNG,-6.1257100105285645,141.28199768066406,Kiunga,PG
Kikori Airport,KRI,-7.42438,144.250076,Kikori,PG
Kerema Airport,KMA,-7.96361017227,145.770996094,Kerema,PG
Kavieng Airport,KVG,-2.57940006256,150.807998657,Kavieng,PG
Londolovit Airport,LNV,-3.04361009598,152.628997803,Londolovit,PG
Madang Airport,MAG,-5.20707988739,145.789001465,Madang,PG
Mount Hagen Kagamuga Airport,HGU,-5.828212,144.299412,Mount Hagen,PG
Mendi Airport,MDU,-6.14774,143.656998,Mendi,PG
Momote Airport,MAS,-2.06189,147.423996,Manus Island,PG
Moro Airport,MXH,-6.36332988739,143.238006592,Moro,PG
Misima Island Airport,MIS,-10.6892004013,152.837997437,Misima Island,PG
Nadzab Airport,LAE,-6.569803,146.725977,Lae,PG
Obo Airport,OBX,-7.590622421369999,141.324262619,Obo,PG
Port Moresby Jacksons International Airport,POM,-9.44338035583496,147.22000122070312,Port Moresby,PG
Sasereme Airport,TDS,-7.6217,142.868,Sasereme,PG
Tari Airport,TIZ,-5.845,142.947998,Tari,PG
Tabubil Airport,TBG,-5.280471,141.227576,Tabubil,PG
Tapini Airport,TPI,-8.35666666667,146.989166667,Tapini,PG
Tokua Airport,RAB,-4.34046,152.380005,Kokopo,PG
Tufi Airport,TFI,-9.07595443726,149.319839478,Tufi,PG
Vanimo Airport,VAI,-2.6926,141.3028,Vanimo,PG
Wapenamanda Airport,WBM,-5.635293,143.892231,Wapenamanda,PG
Wewak International Airport,WWK,-3.58383011818,143.669006348,Wewak,PG
Aasiaat Airport,JEG,68.721802,-52.784698,Aasiaat,GL
Narsarsuaq Airport,UAK,61.1605,-45.425999,Narsarsuaq,GL
Neerlerit Inaat Airport,CNP,70.743103,-22.650499,Neerlerit Inaat,GL
Nuuk Airport,GOH,64.191066,-51.67914,Nuuk,GL
Ilulissat Airport,JAV,69.243202,-51.057098,Ilulissat,GL
Kulusuk Airport,KUS,65.573601,-37.1236,Kulusuk,GL
Maniitsoq Airport,JSU,65.412498,-52.9394,Maniitsoq,GL
Paamiut Airport,JFR,62.014736,-49.670937,Paamiut,GL
Qaanaaq Airport,NAQ,77.488602,-69.388702,Qaanaaq,GL
Kangerlussuaq Airport,SFJ,67.010446,-50.715294,Kangerlussuaq,GL
Sisimiut Airport,JHS,66.951302,-53.729301,Sisimiut,GL
Pituffik Space Base,THU,76.531197,-68.703201,Pituffik,GL
Upernavik Airport,JUV,72.790199,-56.1306,Upernavik,GL
Qaarsut Airport,JQA,70.7342,-52.696201,Uummannaq,GL
Akureyri Airport,AEY,65.656573,-18.072018,Akureyri,IS
Egilsstaðir Airport,EGS,65.2833023071289,-14.401399612426758,Egilsstaðir,IS
Grímsey Airport,GRY,66.5458,-18.0173,Grímsey,IS
Hornafjörður Airport,HFN,64.295601,-15.2272,Höfn,IS
Húsavík Airport,HZK,65.952301,-17.426001,Húsavík,IS
Ísafjörður Airport,IFJ,66.058098,-23.1353,Ísafjörður,IS
Keflavik International Airport,KEF,63.985001,-22.6056,Reykjavík,IS
Reykjavík Domestic Airport,RKV,64.128732,-21.93759,Reykjavík,IS
Þórshöfn Airport,THO,66.218498,-15.3356,Þórshöfn,IS
Vopnafjörður Airport,VPN,65.720596,-14.8506,Vopnafjörður,IS
Priština Adem Jashari International Airport,PRN,42.5728,21.035801,Prishtina,XK
Pedro Vieira Moreira Airport,CJZ,-6.8827,-38.61583,Cajazeiras,BR
Glauber de Andrade Rocha Airport,VDC,-14.907885,-40.914804,Vitória da Conquista,BR
Big Creek Airport,BGK,16.519369,-88.407913,Big Creek,BZ
Caye Caulker Airport,CUK,17.735015,-88.032862,Caye Caulker,BZ
Caye Chapel Airport,CYC,17.683792,-88.044985,Caye Chapel,BZ
Corozal Airport,CZH,18.3822,-88.411903,Corozal,BZ
Dangriga Airport,DGA,16.98251,-88.230988,Dangriga,BZ
Independence Airport,INB,16.53456,-88.441615,Independence,BZ
H.E Alfredo Martinez (Tower Hill) Airstrip,ORZ,18.046767,-88.583858,Orange Walk,BZ
Punta Gorda Airport,PND,16.1024,-88.808296,Punta Gorda,BZ
Sartaneja Airport,SJX,18.3561,-88.130798,Sartaneja,BZ
John Greif II Airport,SPR,17.9139,-87.9711,San Pedro,BZ
Silver Creek Airport,SVK,16.728338,-88.369174,Silver Creek,BZ
Sir Barry Bowen Municipal Airport,TZA,17.517239,-88.195775,Belize City,BZ
Trail Regional Airport,YZZ,49.055599,-117.609001,Trail,CA
Anahim Lake Airport,YAA,52.451501,-125.303776,Anahim Lake,CA
Qualicum Beach Airport,XQU,49.337456,-124.393086,Qualicum Beach,CA
Port McNeill Airport,YMP,50.57348,-127.027702,Port McNeill,CA
Bella Bella (Campbell Island) Airport,ZEL,52.185001,-128.156994,Bella Bella,CA
Williams Harbour Airport,YWM,52.567377,-55.784883,Williams Harbour,CA
Postville Airport,YSO,54.9105,-59.78507,Postville,CA
Black Tickle Airport,YBI,53.469836,-55.787501,Black Tickle,CA
Charlottetown Airport,YHG,52.765774,-56.11237,Charlottetown,CA
St. Lewis (Fox Harbour) Airport,YFX,52.372799,-55.673901,St. Lewis,CA
Port Hope Simpson Airport,YHA,52.528099060058594,-56.28609848022461,Port Hope Simpson,CA
Rigolet Airport,YRG,54.1796989440918,-58.45750045776367,Rigolet,CA
Whatì Airport,YLE,63.13169860839844,-117.24600219726562,Whatì,CA
Summer Beaver Airport,SUR,52.70859909057617,-88.54190063476562,Summer Beaver,CA
Crooked Creek Airport,CKD,61.870315,-158.137636,Crooked Creek,US
Wapekeka Airport,YAX,53.84920120239258,-89.57939910888672,Angling Lake,CA
Wunnumin Lake Airport,WNN,52.893902,-89.2892,Wunnumin Lake,CA
North Spirit Lake Airport,YNO,52.4900016784668,-92.97109985351562,North Spirit Lake,CA
Chicken Airport,CKX,64.066495,-141.951342,Chicken,US
Tangshan Sannühe Airport,TVS,39.7178,118.002625,Tangshan (Fengrun),CN
Bazhong Enyang Airport,BZX,31.73842,106.644872,Bazhong (Enyang),CN
Shaoguan Danxia Airport,HSC,24.9786,113.420998,Shaoguan,CN
Jinggangshan Airport,JGS,26.856899,114.737,Ji'an,CN
Rikaze Dingri Airport,DDR,28.604567,86.798,Xigazê (Dingri),CN
Tashikuergan Hongqilafu Airport,HQL,37.661333,75.288877,Tashikuergan,CN
Zhaosu Tianma Airport,ZFL,43.088477,81.223013,Zhaosu,CN
Hejing Bayinbuluke Airport,HJB,42.976395,83.995543,Hejing,CN
Qitai Jiangbulake Airport,JBK,44.166086,89.55014,Qitai,CN
Bearskin Lake Airport,XBE,53.965599060058594,-91.0271987915039,Bearskin Lake,CA
Natuashish Airport,YNP,55.913898,-61.184399,Natuashish,CA
Kingfisher Lake Airport,KIF,53.01250076293945,-89.85530090332031,Kingfisher Lake,CA
Virgilio Barco Vargas (La Chorrera) Airport,LCR,-1.456361,-72.801086,La Chorrera,CO
Keewaywin Airport,KEW,52.9911,-92.836403,Keewaywin,CA
Chisasibi Airport,YKU,53.80559921264648,-78.91690063476562,Chisasibi,CA
Tête-à-la-Baleine Airport,ZTB,50.67440032958984,-59.38359832763672,Tête-à-la-Baleine,CA
Kégashka Airport,ZKG,50.195801,-61.2658,Côte-Nord-du-Golfe-du-Saint-Laurent,CA
La Romaine Airport,ZGS,50.259553,-60.674357,Le Golfe-du-Saint-Laurent,CA
La Tabatière Airport,ZLT,50.8307991027832,-58.97560119628906,La Tabatière,CA
Arctic Bay Airport,YAB,73.006101,-85.04616,Arctic Bay,CA
Cat Lake Airport,YAC,51.7272,-91.824402,Cat Lake,CA
Fort Frances Municipal Airport,YAG,48.655749,-93.44349,Fort Frances,CA
Alert Bay Airport,YAL,50.582199,-126.916,Alert Bay,CA
Sault Ste Marie Airport,YAM,46.483216,-84.508467,Sault Ste Marie,CA
Kasabonika Airport,XKS,53.52470016479492,-88.6427993774414,Kasabonika,CA
Kangirsuk Airport,YKG,60.027199,-69.999199,Kangirsuk,CA
Attawapiskat Airport,YAT,52.927502,-82.4319,Attawapiskat,CA
St. Anthony Airport,YAY,51.391909,-56.08321,St. Anthony,CA
Tofino / Long Beach Airport,YAZ,49.079833,-125.775583,Tofino,CA
Kugaaruk Airport,YBB,68.535711,-89.805508,Kugaaruk,CA
Baie-Comeau Airport,YBC,49.1325,-68.204399,Baie-Comeau,CA
Bella Coola Airport,QBC,52.387501,-126.596001,Bella Coola,CA
Uranium City Airport,YBE,59.561401,-108.481003,Uranium City,CA
Bonnyville Airport,YBY,54.304199,-110.744003,Bonnyville,CA
CFB Bagotville / Saguenay-Bagotville Airport,YBG,48.331908,-70.992909,La Baie,CA
Baker Lake Airport,YBK,64.29889678960001,-96.077796936,Baker Lake,CA
Campbell River Airport,YBL,49.950802,-125.271004,Campbell River,CA
Tadoule Lake Airport,XTL,58.706308,-98.511057,Tadoule Lake,CA
Brandon Municipal Airport,YBR,49.91,-99.951897,Brandon,CA
Brochet Airport,YBT,57.8894,-101.679001,Brochet,CA
Berens River Airport,YBV,52.358898,-97.018303,Berens River,CA
Lourdes-de-Blanc-Sablon Airport,YBX,51.4436,-57.185299,Blanc-Sablon,CA
Cartwright Airport,YRF,53.682501,-57.042303,Cartwright,CA
Cambridge Bay Airport,YCB,69.1081008911,-105.138000488,Cambridge Bay,CA
Nanaimo Airport,YCD,49.05497,-123.869863,Nanaimo,CA
Castlegar/West Kootenay Regional Airport,YCG,49.296398,-117.632004,Castlegar,CA
Charlo Airport,YCL,47.990799,-66.330299,Charlo,CA
Kugluktuk Airport,YCO,67.816408,-115.14307,Kugluktuk,CA
Cross Lake (Charlie Sinclair Memorial) Airport,YCR,54.609758,-97.762442,Cross Lake,CA
Chesterfield Inlet Airport,YCS,63.346901,-90.731102,Chesterfield Inlet,CA
Clyde River Airport,YCY,70.486099,-68.516701,Clyde River,CA
Dawson City Airport,YDA,64.04309844970703,-139.1280059814453,Dawson City,CA
Deer Lake Airport,YDF,49.2108,-57.391399,Deer Lake,CA
Dease Lake Airport,YDL,58.422199,-130.031998,Dease Lake,CA
Dauphin Barker Airport,YDN,51.1008,-100.052002,Dauphin,CA
Nain Airport,YDP,56.550778,-61.682224,Nain,CA
Edmonton International Airport,YEG,53.3097,-113.580002,Edmonton,CA
Arviat Airport,YEK,61.0942,-94.070801,Arviat,CA
Fort Severn Airport,YER,56.018902,-87.676102,Fort Severn,CA
Inuvik Mike Zubko Airport,YEV,68.30419921880001,-133.483001709,Inuvik,CA
Fort Albany Airport,YFA,52.203451,-81.695194,Fort Albany,CA
Iqaluit Airport,YFB,63.756402,-68.555801,Iqaluit,CA
Fredericton Airport,YFC,45.868900299072266,-66.53720092773438,Fredericton,CA
Fort Hope Airport,YFH,51.561901,-87.907799,Fort Hope,CA
Flin Flon Airport,YFO,54.678101,-101.681999,Flin Flon,CA
Fort Simpson Airport,YFS,61.76020050048828,-121.23699951171876,Fort Simpson,CA
Makkovik Airport,YMN,55.077335,-59.187942,Makkovik,CA
Fort Good Hope Airport,YGH,66.240658,-128.647757,Fort Good Hope,CA
La Grande Rivière Airport,YGL,53.625301361083984,-77.7042007446289,La Grande Rivière,CA
Gods Lake Narrows Airport,YGO,54.55768,-94.490061,Gods Lake Narrows,CA
Michel-Pouliot Gaspé Airport,YGP,48.774915,-64.481893,Gaspé,CA
Îles-de-la-Madeleine Airport,YGR,47.425242,-61.778612,Les Îles-de-la-Madeleine,CA
Igloolik Airport,YGT,69.3647,-81.816101,Igloolik,CA
Havre-Saint-Pierre Airport,YGV,50.281898,-63.611401,Havre-Saint-Pierre,CA
Kuujjuarapik Airport,YGW,55.28189849853516,-77.76529693603516,Kuujjuarapik,CA
Gillam Airport,YGX,56.35712,-94.711504,Gillam,CA
Grise Fiord Airport,YGZ,76.425823,-82.908583,Grise Fiord,CA
Quaqtaq Airport,YQC,61.046398,-69.617798,Quaqtaq,CA
Nemiscau Airport,YNS,51.691101,-76.135597,Nemiscau,CA
Ulukhaktok Holman Airport,YHI,70.762802,-117.806,Ulukhaktok,CA
Gjoa Haven Airport,YHK,68.635597,-95.849701,Gjoa Haven,CA
John C. Munro Hamilton International Airport,YHM,43.1735992432,-79.93499755859999,Hamilton,CA
Hopedale Airport,YHO,55.448757,-60.228124,Hopedale,CA
Poplar Hill Airport,YHP,52.1133,-94.2556,Poplar Hill,CA
Chevery Airport,YHR,50.468322,-59.637823,Chevery,CA
Montréal / Saint-Hubert Metropolitan Airport,YHU,45.517502,-73.416901,Montréal,CA
Hay River / Merlyn Carter Airport,YHY,60.8396987915,-115.782997131,Hay River,CA
Halifax / Stanfield International Airport,YHZ,44.8807983398,-63.5085983276,Halifax,CA
St Augustin Airport,YIF,51.2117,-58.658298,St-Augustin,CA
Ivujivik Airport,YIK,62.417301,-77.925301,Ivujivik,CA
Pond Inlet Airport,YIO,72.689494,-77.968941,Pond Inlet,CA
Island Lake Airport,YIV,53.857200622558594,-94.65360260009766,Island Lake,CA
Kamloops John Moose Fulton Field Regional Airport,YKA,50.703038,-120.448641,Kamloops,CA
Aklavik/Freddie Carmichael Airport,LAK,68.223297,-135.00599,Aklavik,CA
Region of Waterloo International Airport,YKF,43.4608,-80.378601,Breslau,CA
Kangiqsujuaq (Wakeham Bay) Airport,YWB,61.5886,-71.929398,Kangiqsujuaq,CA
Schefferville Airport,YKL,54.805301666259766,-66.8052978515625,Schefferville,CA
Akulivik Airport,AKV,60.8186,-78.148598,Akulivik,CA
Ogoki Post Airport,YOG,51.6585998535,-85.9017028809,Ogoki Post,CA
Waskaganish Airport,YKQ,51.473301,-78.758301,Waskaganish,CA
Aupaluk Airport,YPJ,59.2967,-69.599701,Aupaluk,CA
Kimmirut Airport,YLC,62.848253,-69.877853,Kimmirut,CA
Lansdowne House Airport,YLH,52.195599,-87.934196,Lansdowne House,CA
Lutselk'e Airport,YSG,62.417823,-110.682793,Lutselk'e,CA
Lloydminster Airport,YLL,53.3092,-110.072998,Lloydminster,CA
Barrie-Lake Simcoe Regional Airport,YLK,44.485056,-79.554663,Barrie,CA
Kangiqsualujjuaq (Georges River) Airport,XGR,58.711399,-65.992798,Kangiqsualujjuaq,CA
Kelowna International Airport,YLW,49.9561,-119.377998,Kelowna,CA
Mary's Harbour Airport,YMH,52.302837,-55.847433,Mary's Harbour,CA
Fort McMurray Airport,YMM,56.653301239,-111.222000122,Fort McMurray,CA
Moosonee Airport,YMO,51.29109954833984,-80.60780334472656,Moosonee,CA
Chapais Airport,YMT,49.77190017700195,-74.5280990600586,Chibougamau,CA
Umiujaq Airport,YUD,56.536098,-76.518303,Umiujaq,CA
Natashquan Airport,YNA,50.190114,-61.78898,Natashquan,CA
Wemindji Airport,YNC,53.010601,-78.8311,Wemindji,CA
Ottawa / Gatineau Airport,YND,45.521702,-75.563599,Gatineau,CA
Norway House Airport,YNE,53.958302,-97.8442,Norway House,CA
Points North Landing Airport,YNL,58.27669906616211,-104.08200073242188,Points North Landing,CA
Old Crow Airport,YOC,67.570602,-139.839005,Old Crow,CA
Oxford House Airport,YOH,54.9333,-95.2789,Oxford House,CA
High Level Airport,YOJ,58.62139892578125,-117.16500091552734,High Level,CA
Ottawa Macdonald-Cartier International Airport,YOW,45.322498,-75.669197,Ottawa,CA
Prince Albert Glass Field,YPA,53.2141990662,-105.672996521,Prince Albert,CA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,YPC,69.360838,-124.07547,Paulatuk,CA
Peace River Airport,YPE,56.226898,-117.446999,Peace River,CA
Inukjuak Airport,YPH,58.471901,-78.076897,Inukjuak,CA
Pickle Lake Airport,YPL,51.4463996887207,-90.21420288085938,Pickle Lake,CA
Pikangikum Airport,YPM,51.819698,-93.973297,Pikangikum,CA
Port-Menier Airport,YPN,49.836399,-64.288597,Port-Menier,CA
Peawanuck Airport,YPO,54.987932,-85.442648,Peawanuck,CA
Prince Rupert Airport,YPR,54.2860984802,-130.445007324,Prince Rupert,CA
Powell River Airport,YPW,49.83420181274414,-124.5,Powell River,CA
Puvirnituq Airport,YPX,60.050598,-77.286903,Puvirnituq,CA
Fort Chipewyan Airport,YPY,58.7672004699707,-111.11699676513672,Fort Chipewyan,CA
Burns Lake Airport,YPZ,54.3764,-125.950996,Burns Lake,CA
Muskoka Airport,YQA,44.975376,-79.306546,Gravenhurst,CA
Quebec Jean Lesage International Airport,YQB,46.7911,-71.393303,Quebec,CA
The Pas Airport,YQD,53.97140121459961,-101.09100341796876,The Pas,CA
Windsor Airport,YQG,42.27560043334961,-82.95559692382812,Windsor,CA
Watson Lake Airport,YQH,60.116839,-128.821993,Watson Lake,CA
Kenora Airport,YQK,49.78829956054688,-94.36309814453124,Kenora,CA
Lethbridge County Airport,YQL,49.6302986145,-112.800003052,Lethbridge,CA
Greater Moncton Roméo LeBlanc International Airport,YQM,46.112202,-64.678596,Moncton,CA
Nakina Airport,YQN,50.18280029296875,-86.69640350341797,Nakina,CA
Comox Valley Airport / CFB Comox,YQQ,49.7108,-124.887001,Comox,CA
Regina International Airport,YQR,50.43190002441406,-104.66600036621094,Regina,CA
Thunder Bay Airport,YQT,48.37189865112305,-89.32389831542969,Thunder Bay,CA
Grande Prairie Airport,YQU,55.1796989441,-118.885002136,Grande Prairie,CA
Gander International Airport / CFB Gander,YQX,48.936258,-54.567719,Gander,CA
Sydney / J.A. Douglas McCurdy Airport,YQY,46.1614,-60.047798,Sydney,CA
Quesnel Airport,YQZ,53.026100158691406,-122.51000213623048,Quesnel,CA
Rae Lakes Airport,YRA,64.116096,-117.309998,Gamètì,CA
Resolute Bay Airport,YRB,74.7169036865,-94.9693984985,Resolute Bay,CA
Roberval Airport,YRJ,48.519665,-72.265735,Roberval,CA
Red Lake Airport,YRL,51.06689834594727,-93.79309844970705,Red Lake,CA
Red Sucker Lake Airport,YRS,54.167198,-93.557198,Red Sucker Lake,CA
Rankin Inlet Airport,YRT,62.8114013672,-92.1157989502,Rankin Inlet,CA
Sudbury Airport,YSB,46.625,-80.79889678955078,Sudbury,CA
Stony Rapids Airport,YSF,59.250301361083984,-105.84100341796876,Stony Rapids,CA
Saint John Airport,YSJ,45.31610107421875,-65.89029693603516,Saint John,CA
Sanikiluaq Airport,YSK,56.536891,-79.250221,Sanikiluaq,CA
Fort Smith Airport,YSM,60.020302,-111.961998,Fort Smith,CA
Niagara District Airport,YCM,43.191598,-79.171686,Niagara-on-the-Lake,CA
St. Theresa Point Airport,YST,53.845261,-94.851966,St. Theresa Point,CA
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY,71.993896,-125.242996,Sachs Harbour,CA
Cape Dorset Airport,YTE,64.230003,-76.526703,Kinngait,CA
Thompson Airport,YTH,55.80110168457031,-97.86419677734376,Thompson,CA
Big Trout Lake Airport,YTL,53.817799,-89.896896,Big Trout Lake,CA
Tasiujaq Airport,YTQ,58.667801,-69.955803,Tasiujaq,CA
Timmins/Victor M. Power,YTS,48.5696983337,-81.376701355,Timmins,CA
Billy Bishop Toronto City Centre Airport,YTZ,43.627499,-79.396202,Toronto,CA
Montreal / Pierre Elliott Trudeau International Airport,YUL,45.467837,-73.742294,Montréal,CA
Naujaat Airport,YUT,66.521024,-86.225166,Repulse Bay,CA
Hall Beach Airport,YUX,68.7761,-81.2425,Sanirajak,CA
Rouyn Noranda Airport,YUY,48.20610046386719,-78.83560180664062,Rouyn-Noranda,CA
Bonaventure Airport,YVB,48.071098,-65.460297,Bonaventure,CA
La Ronge Airport,YVC,55.1514015198,-105.262001038,La Ronge,CA
Tommy Kochon Airport,YCK,67.02,-126.126,Colville Lake,CA
Qikiqtarjuaq Airport,YVM,67.54656,-64.03141,Qikiqtarjuaq,CA
Val-d'Or Airport,YVO,48.0532989502,-77.7827987671,Val-d'Or,CA
Kuujjuaq Airport,YVP,58.096099853515625,-68.4269027709961,Kuujjuaq,CA
Norman Wells Airport,YVQ,65.28160095214844,-126.7979965209961,Norman Wells,CA
Vancouver International Airport,YVR,49.193901062,-123.183998108,Vancouver,CA
Wiarton Airport,YVV,44.7458,-81.107201,Wiarton,CA
Deer Lake Airport,YVZ,52.655613,-94.061208,Deer Lake,CA
Wekweètì Airport,YFJ,64.190804,-114.077002,Wekweètì,CA
Winnipeg / James Armstrong Richardson International Airport,YWG,49.9099998474,-97.2398986816,Winnipeg,CA
Déline Airport,YWJ,65.211098,-123.435997,Déline,CA
Wabush Airport,YWK,52.92190170288086,-66.8644027709961,Wabush,CA
Williams Lake Airport,YWL,52.1831016541,-122.054000854,Williams Lake,CA
Webequie Airport,YWP,52.959393,-87.374868,Webequie,CA
Cranbrook/Canadian Rockies International Airport,YXC,49.610801696777,-115.78199768066,Cranbrook,CA
Saskatoon John G. Diefenbaker International Airport,YXE,52.17079925537109,-106.6999969482422,Saskatoon,CA
Medicine Hat Regional Airport,YXH,50.018902,-110.721001,Medicine Hat,CA
Fort St John / North Peace Regional Airport,YXJ,56.238098,-120.739998,Fort Saint John,CA
Rimouski Airport,YXK,48.477644,-68.496323,Rimouski,CA
Sioux Lookout Airport,YXL,50.11389923095703,-91.9052963256836,Sioux Lookout,CA
Whale Cove Airport,YXN,62.240002,-92.598099,Whale Cove,CA
Pangnirtung Airport,YXP,66.144878,-65.713606,Pangnirtung,CA
Prince George Airport,YXS,53.884311,-122.666554,Prince George,CA
Northwest Regional Airport Terrace-Kitimat,YXT,54.468498,-128.576009,Terrace,CA
London Airport,YXU,43.035599,-81.1539,London,CA
Abbotsford International Airport,YXX,49.025299,-122.361,Abbotsford,CA
Whitehorse / Erik Nielsen International Airport,YXY,60.709599,-135.067001,Whitehorse,CA
North Bay Jack Garland Airport,YYB,46.363602,-79.422798,North Bay,CA
Calgary International Airport,YYC,51.118822,-114.009933,Calgary,CA
Smithers Airport,YYD,54.82469940185547,-127.18299865722656,Smithers,CA
Fort Nelson Airport,YYE,58.8363990784,-122.597000122,Fort Nelson,CA
Penticton Airport,YYF,49.46310043334961,-119.60199737548828,Penticton,CA
Charlottetown Airport,YYG,46.290000915527344,-63.12110137939453,Charlottetown,CA
Taloyoak Airport,YYH,69.5467,-93.576698,Taloyoak,CA
Victoria International Airport,YYJ,48.647201,-123.427792,Victoria,CA
Lynn Lake Airport,YYL,56.86389923095703,-101.07599639892578,Lynn Lake,CA
Churchill Airport,YYQ,58.739200592041016,-94.06500244140624,Churchill,CA
Goose Bay Airport,YYR,53.3191986084,-60.4258003235,Goose Bay,CA
St. John's International Airport,YYT,47.618599,-52.7519,St. John's,CA
Mont Joli Airport,YYY,48.60860061645508,-68.20809936523438,Mont-Joli,CA
Toronto Lester B. Pearson International Airport,YYZ,43.6772,-79.6306,Toronto,CA
Yellowknife International Airport,YZF,62.462799,-114.440002,Yellowknife,CA
Salluit Airport,YZG,62.179401,-75.667198,Salluit,CA
Sandspit Airport,YZP,53.25429916379999,-131.813995361,Sandspit,CA
Coral Harbour Airport,YZS,64.1932983398,-83.3593978882,Coral Harbour,CA
Port Hardy Airport,YZT,50.68059921264648,-127.36699676513672,Port Hardy,CA
Whitecourt Airport,YZU,54.143902,-115.787003,Whitecourt,CA
Sept-Îles Airport,YZV,50.22330093383789,-66.2656021118164,Sept-Îles,CA
Ilford Airport,ILF,56.051622,-95.61882,Ilford,CA
Bathurst Airport,ZBF,47.6297,-65.738899,South Tetagouche,CA
Eastmain River Airport,ZEM,52.226398,-78.522499,Eastmain River,CA
Fond-du-Lac Airport,ZFD,59.3344,-107.181999,Fond-du-Lac,CA
Pukatawagan Airport,XPK,55.749199,-101.265999,Pukatawagan,CA
Fort Mcpherson Airport,ZFM,67.406993,-134.860182,Fort Mcpherson,CA
Tulita Airport,ZFN,64.909496,-125.570297,Tulita,CA
Gods River Airport,ZGI,54.839699,-94.078598,Gods River,CA
Kashechewan Airport,ZKE,52.282501,-81.677803,Kashechewan,CA
Muskrat Dam Airport,MSA,53.441399,-91.762802,Muskrat Dam,CA
Masset Airport,ZMT,54.0275,-132.125,Masset,CA
